Customer Review,Sentiment
"Produk ok, sesuai ekspektasi. Terima kasih",Positive
Jahitannya rapi. Bahannya lembut.,Positive
"barang sampai dengan selamat, dompet nya keren, bingkisan premium, seperti dompet mahal",Positive
Modelnya keren ??. Jahitannya rapi. Potongannya rapi. Ukuran sesuai. tidak kaku. Nyaman dipakai. Bahannya lembut.,Positive
Ukuran sesuai. Modelnya keren ??. Potongannya rapi. Nyaman dipakai. Jahitannya rapi.,Positive
"fast respon, sesuai pesanan, kualitas bagus semoga makin berkah",Positive
"barang sampai dengan selamat, cakep juga modelnya, dan tidak pernah kecewa dengan produk eiger",Positive
Nyaman dipakai. Bahannya kuat. Muat banyak barang. Potongannya rapi. Jahitannya rapi. Ukuran sesuai. Resletingnya lancar. Bahannya ringan. Modelnya keren ??.,Positive
"Overall semua oke, seller respon dan pengiriman. Tapi untuk talinya kurang kuat, baru beberapa kali pake sudah putus. Next agar dibagusin lagi ya.",Positive
"alhamdulillah memuaskan,walau sempet kehabisan stok tapi gamasalah diganti sama model lain juga bagus,kualitasnya mantap, pelayanan juga ramah,mungkin respon nya aja perlu di tingkatkan lagi",Positive
"Sepatunya cukup bagus, namun ketika sampai ternyata sepatunya agak mletot dan terlalu berat untuk ukuran sepatu lari. tapi harganya sudah sesuai.",Positive
Bukan jam harga mahal yg didiskon..tapi jam yang sesuai harga beli dan kualitasnya..,Positive
Sudah terpasang dgn kaca sesuai ukuran yg dipesan. Rapi dan kaya kaca mata mahal. Mantab!. Thanks too buat cairan lens cleaner-nya.,Positive
"Saya puas dengan kacamatanya. Lagi pikir kalau pakai kaca asli ok tidak. Harganya memang sedikit lebih mahal dibanding yg lain, tapi so far kualitas bagus. Ringan pula. Enak dipakai.",Positive
"respon cepat, barang sesuai pesanan..moga awet",Positive
"Seller ramah, pengiriman cepat. Gak nyangka ternyata paketnya bagus banget dan kacamatanya memang sangat berguna buat orang yang sering pakai hp.????",Positive
"barang sesuai deskripsi bagus, murah packing dan lainnya rapi, recommended bgt deh",Positive
"gak nyesel beli di sini sudah harga terjangkau, kualitas bagus, rekomendit banget deh pokok nya buat beli disini dan juga lengkap lagi. happy belanja di sini.",Positive
"packing nya rapi bngt.... pengiriman cepat, kurirnya jg ramah ... recommended ??",Positive
Tebal berkualitas ??. Jaketnya stylish. Keren modelnya.,Positive
Ukuran fit dipakai. Nyaman dipakai. Jaketnya stylish. Packaging aman ??. Proses pesanan cepat. Keren modelnya.,Positive
Barang sesuai pesanan. Namun utk saya pilih XL agak kegedean. Mungkin lebih tepatnya L.,Positive
"produk sesuai deskripsi, sdh diterima aman, tks",Positive
terima kasih...brang bagus harga murah cepet lagi cod lagi...siip ????,Positive
"Bahan bagus,sesuai pesanan,packing rapi,recommended seller",Positive
bagus bangettt bahan lumayan teball sukaa padahal murahh tapi kualitas lumayan lahhh tapiii sukaaaa,Positive
"seller fast respon , barang cepat sampai,packing rapi, barang sdh dicoba sesuai order, nyaman dipake. makasih NoWway????",Positive
"sukaaaa...makanya beli lagi..total udh punya 6 pcs. suami bilang model dan bahan bagus, nyaman dipakai. warnanya oke2. respon penjual mengirimkan barang super cepat.",Positive
jujur utk harga segini sudah melebihi ekspektasi saya. nyaman dan jahitan rapi ga ada yg brodol2,Positive
"Jahitannya rapi. Ukuran sesuai. Bahan agak panas tp masih nyaman dipakai, Sesuailah dengan harganya. Trims ya seller...",Positive
bagus banget bahan nya juga adem ini bakal jadi langganan saya order baju tidur untuk suami ????,Positive
"harga oke dan bahannya halus + adem di pakai, recommended bgt buat yg lagi cari Piyama..",Positive
"Bahan bagus, kain bisa melebar dan elastis",Positive
"peasanan cpt smp, kemasanya rapi, brangnya bagus.",Positive
"Bahannya adem, halus, ukuran besar, gambar sesuai. Ngak sempat foto.",Positive
"Respon cepat , kemasan rapi , harga murah barang istimewa",Positive
"Terima kasih paketnya sudah sampai.. Barangnya bagus banget, sesuai dengan foto, dan muat pakai baju ini.. Senang banget ???????? Ramah orangnya juga ??",Positive
"respon cepat, paket nya juga rapi dan dikirim dengan baik, terima kasih ??",Positive
"Masya Allah, saya kira bahan nya kaku ternya nya bahannya lembut dan nyaman di pake sama suami, bisa2 langganan nih ,pelayanan nya juga memuaskan pokonya ????",Positive
"Bahan nya enak dan adem. Bakal langganan ini kak. Biar motif nya beda dr yg aq pesan, no prob yg penting bahan enak buat tidur dan Harga terjangkau??????????",Positive
Seller ramah dan fast response. Packaging rapih dan kualitas kaos ok ?? bakal beli lagi ??,Positive
"Worth it lah sesuai harganya..fast respon dari penjual, fast shipping juga..recomend..thanks",Positive
"mantap proses pengemasan dan pengirimannya cepat, produknya juga nyaman bahannya...",Positive
"barang bagus ,motif nya jg cantik. respond penjual cepat",Positive
-Respon cepat & segera diproses -Pengiriman rapi & cepat -Piyama sesuai & nyaman digunakan -Adminnya ada inisiatif untuk mengirimkan warna piyama yang berbeda -?????,Positive
Cepat amat sampai paketnya.. Bahan satin bagus dan halus. Ramah banget orangnya ????,Positive
"repeat order! seller komunikatif, pengiriman cepat, fast response...",Positive
"kainnya adem, lembut, tipis nyaman lah klo buat tidur terimakasih",Positive
"Piyama kualitas ????, seller responsive, prosesnya cepat, pengiriman juga cepat sampainya di Manado. Semoga next order bisa sebagus ini yah. Terima kasih.",Positive
"Bahannya adem,lembut,cocok dipakai dalam ruangan ber-AC dan bisa terhindar dari gigitan nyamuk. Jadi,rencana mau order warna lain lagi.",Positive
piyamanya bagus sudah beli ke 2 X harga murah pengiriman cepat seller rekomendasi,Positive
"Mantab, pengiriman cepat, bahan tebal tapi tidak panas, jahitan rapi, harga murah.",Positive
"Cepat respon, baju tidur yg datang sesuai deskripsi ukuran dan gambar, 3xl. Bahan kaos katun. ????",Positive
"kemasan rapi n baju sesuai pesanan serta pengiriman cepat, makasih.",Positive
"entah sudah berapa kali saya belanja dari frayday, tidak pernah dikecewakan sama sekali. bahan adem dan tahan lama :D",Positive
"seller bertanggung jawab, bahan celana adem. recommended",Positive
"oke banget barang lembut ,anti bakteri barang premium..enak dipake deh..saya udah 2 beli sekali beli 6...murah tapi gak murahan..yakin",Positive
"kali ke 2 pesen kaos kaki disini, bahan bagus dan enak banget dipakai. harga super terjangkau dan pengiriman cepat",Positive
sesuai pesanan. bahan nyaman dipakai.penjual fast respon. packing juga rapiii...,Positive
"Mantaps barang, respon & pengirimannya Harganya juga murah ??",Positive
"Produk sesuai, pengiriman cepat, packing aman, recommended seller????",Positive
"Gokil! Harga murah, kualitas oke punya",Positive
"Recommended seller, produk sesuai dengan yang dijelaskan oleh seller. Pengiriman dan respon seller super duper cepat",Positive
"nyaman dipakai, halus juga, kerenlah. muat untuk kaki saya yang panjang",Positive
kaget pas dateng ternyata bahannya bagus kualitasnya bagus padahal harganya murah wk,Positive
"bisa muat sampai ukuran kaki no 42. suami saya suka, ga tebel ga tipis, nyaman, lembut, Positive",Positive
"Mantap, sesuai dengan yang saya pesan. Packing rapih. Pengemasan dan pengiriman cepat.Terima kasih seller.",Positive
"packing rapi,barang aman,kwalitas cukup baik,pengiriman cukup cepat,harga sesuai,barang ori,thank u seller,toped dan jasa pengiriman....Positive job??",Positive
"barang sesuai kualitasnya, pelayanan toko bagus dan responsif",Positive
Kualitas kaos kakinya bagus dan tebal.,Positive
"Respon cepat, barang sesuai pesanan.. Bahannya adem. Tebalnya pas!. Packing aman. Recommended..",Positive
seller responsif sekalii...kaos kaki nyaman bgt dipake terima kasih,Positive
"Sesuai deskripsi & pesanan. Bahan lembut, nyaman dipakai. Sesuai harga.",Positive
"bahan bagus agak tebal spertinya ga cepet longgar, halus, breathable, panjang. Pengiriman super cepat, penjual sangat komunikatif. smoga barang awet, puas belanja di toko ini. thanks",Positive
"oke sih ini. bahannya enak buat dipakai. tebal tipisnya jg perfect buat sy, ga ketebelan ga ketipisan",Positive
Bahannya adem. Tebalnya pas!. Jahitan rapi. Sudah lngganan beli d sini dan selalu repeat order.....recomended seeller.....,Positive
Pengiriman cepat. barang lumayan,Positive
Bahannya adem Warnanya cantik ?? Tebalnya pas! Jahitan rapi,Positive
"Barang bagus, sesuai kualitas dan harga. Proses dan respon agak lambat mesti diingatkan dulu",Positive
Produk bgs packing bgs pengiriman cpt,Positive
Produknya sesuai gambar,Positive
"Pengirimannya cepat, barang bagus, tapi ukuran maksimal 27 sepertinya, jadi tidak muat",Positive
bahannya enak gak gerah dipakainya.,Positive
"beli buat ibu saya, muat sampai ukuran besar. waktu dikomplain ada yg cacat, seller cepet respon &diganti dgn yg baru. terimakasih ??",Positive
Puas banget kaos kakinya bagus,Positive
Warnanya cantik ?? Bahannya adem Tebalnya pas! Jahitan rapi. Ini keren banget si harga terjangkau kualitasnya oke.. pelayanannya okee,Positive
"Warna sesuai, ada karet di bagian belakang spy kaos kaki tdk mudah lepas ????",Positive
sesuai pesanan trmksi.,Positive
warna kaoskaki sesuai pesanan,Positive
packing rapi. proses pengiriman cepat.,Positive
bagus strap nya...seller jg krmnya cepat,Positive
Kualitas nya bagus ?? Warna2 nya sesuai dengan yg di etalase ?? Pengiriman cepat banget ???? Thank you??????,Positive
Pembelian yg kesekian kali disini ????,Positive
"bgs, cepat respon dan pengirimanny",Positive
puas banget ????????????????,Positive
"Barang sesuai gambar dan deskripsi, namun tali nya kependekan.",Positive
Ternyata kecil hanya cocok buat anak anak kl buat dewasa kepala besar terlalu nyekek tapi warna bagus sesuai pesanan,Positive
ckup bagus..terimakasih,Positive
"Wah alhamdulillah sampai dengan aman bubble wrap tebal banget. Suka sama modelnya kelihatan mevvah banget. Juara seller,.",Positive
"bagus bngt,cmn klau bisa dpercepat pengirimannya ya kak lain kali",Positive
"Alhamdulillah sudah sampai sabuknya, keren cepet nyampenya pada hal baru kemaren sore pesannya .",Positive
barang sudah sampai sesui dengan pesana,Positive
barangnya sesuai dgn yg ditawarkan bagus,Positive
Enak dipakai ?. Jahitannya rapi.,Positive
Bahannya adem. Jahitannya rapi. Tidak menerawang. Enak dipakai ?.,Positive
"bahan bagus , hanya di bagian jahitan mudah lepas",Positive
Ukuran sesuai. Ringan dipakai. Warnanya bagus ??.,Positive
"ini sudah ke berapa kalinya beli daster disini dan selalu puas , thanks yaa..",Positive
Ringan dipakai. Ukuran sesuai. Bahan menyerap. menerawang sih in mah . sesuai harga lah,Positive
"brg sudah smpai dg aman, peking rapi, kualitas bahan sesuai harga..",Positive
"barang sampai dengan selamat, jumlahnya pas, motifnya bener bener random jadi pas untuk dijadiin bingkisan. bahannya tipis tapi bagus ??",Positive
harga barang bagus bnget dan sesuai harga..... warnanya aja cepet pudar... sekali cuci aja udah langsung berubah,Positive
Kualitas bahan bagus ??. Jahitannya rapi. Warnanya cantik ??. Model Celananya cantik ??. Nyaman dipakai ?. Bahan menyerap keringat. Ukuran sesuai. Tidak menerawang. Bahannya adem. Bahannya lembut. udh punya warna navy dan dark grey. pengen lagi warna lain. Bagus pake banget.,Positive
"Barang diterima dengan baik dan di packing rapi, sesuai deskripsi, ada jahitan kurang rapi di bagian kaki tp no probs",Positive
Nyaman dipakai ?. Jamnya bagus banget. Warnanya cantik ??. Produk sesuai dengan foto.,Positive
Jamnya bagus banget. Produk sesuai dengan foto. Nyaman dipakai ?,Positive
"bagus dengan hrg segitu, cuman trnyata kecil aku kira agak gede",Positive
Sepatunya enteng. Solnya empuk. Nyaman dipakai. Ukurannya sesuai. Desainnya sporty ??. Proses pesanan cepat. Warnanya cantik. Packaging aman ??.,Positive
ukurannya lebih kecil dari 40 pada umumnya. sisanya ok.,Positive
pelayanan ramah. fast respon. cuma packing nya kok mohon maaf kerdus nya lecek lecek gitu ya. kurang rapih. overall oke lah. trims,Positive
Desainnya cantik ??. Potongannya rapi.,Positive
Kualitas produk bagus ??. Desainnya cantik ??. Warnanya cantik ??.,Positive
Ada karat sedikit di bagian resletingnya sama jaitan sedikit kurang rapih di bagian dlm. Tapi Overall bagus sih.,Positive
"sesuai pesanan, cuma tempat kartu kurang lebar",Positive
Potongannya rapi. Ukurannya sesuai. Warnanya cantik ??. Bahannya adem. Produk berkualitas. Produk sesuai dengan foto.,Positive
mantab berkwalitasWarnanya cantik ??. Potongannya rapi. Ukurannya sesuai. Bahannya adem. Produk berkualitas. Produk sesuai dengan foto.,Positive
Ukurannya sesuai. Bahannya adem. Produk sesuai dengan foto.,Positive
"beli 2 beda warna, tp sama sis nya dikirim warna yg sama. udah terlanjur dipack sama sis nya, diganti ovo lho ke saya.. padahal sy terima 2 barang. tanggung jawab sekalii. celana sesuai deskripsi.",Positive
"sudah terima packingnya rapi, bahannya lembut, enak dipake, kurir yg selalu ramah, mkshPotongannya rapi.",Positive
ukurannya ada yg besar ada yg kecil tapi lumayan dengan harga segitu makasih ya??,Positive
Ukurannya sesuai. Bahannya adem. Produk sesuai dengan foto. Warnanya cantik ??.,Positive
Produk sesuai dengan foto.,Positive
Kualitas produk bagus ??. Jahitan rapi. Potongannya rapi. Desainnya cantik ??.,Positive
Kualitas produk bagus ??. Jahitan rapi. Desainnya cantik ??. cm kekurangannya kl isi banyak kartu jd sesak hehe,Positive
terimakasih banyak kak.. pengiriman cepatt,Positive
Desainnya cantik ??. Warnanya cantik ??. Kualitas produk bagus ??.,Positive
"Barangnya udh sampe, suka banget sama dompetnya, bahannya jga bagus, semoga aweeettt , 90% bagus bgt. Kualitas produk bagus ??. Desainnya cantik ??. Warnanya cantik ??. Jahitan rapi. Bahannya lembut.",Positive
Jahitan rapi. Potongannya rapi. Warnanya cantik ??.,Positive
"barang sesuai gambar,paking rapih??",Positive
Ukuran sesuai. Tidak menerawang. Bahan menyerap keringat. Jahitannya rapi. Warnanya bagus ??.,Positive
adem bahannya,Positive
Trimaksih daster sudah sampai. Dapat grtisan dari toped jdi gak perlu komplain aneh2 nmnya grtisan Yg datang emang gak sesuai sih sma gambar. bagus bahannya tebel trnyata gak nerawang. Ringan dipakai. Tidak menerawang. Ukuran sesuai. Warnanya bagus ??. Bahan menyerap keringat. Jahitannya rapi.,Positive
asli bagus bgt,Positive
BAGUS BANGETT MAKASII DPT HADIAH DR TOKPEDDDDDTidak menerawang. Ukuran sesuai. Ringan dipakai. Warnanya bagus ??. Bahan menyerap keringat. Jahitannya rapi.,Positive
"paket cepat sampai, bagus, danrapih, trimakasih kakak.Warnanya bagus ??. Ukuran sesuai. Jahitannya rapi.",Positive
"lumayan bagus bahan a , cpt jga proses pengiriman a",Positive
"barang bagus, meskipun agak panas",Positive
Bahan menyerap keringat. Ringan dipakai,Positive
"semurah ini dan sebagus ini maaf ya telat baru ada kuota bajunya lagi dijemur,,,Ringan dipakai. Jahitannya rapi. Ukuran sesuai. Warnanya bagus ??. Bahan menyerap keringat. Tidak menerawang.",Positive
bagus sangat cepat sampai..barang juga daster bali adem di pakainya ..barang sesuai keinginan ..terimakasih tokopedia,Positive
"Sesuai foto, sampainya lebih cepat dari yg dijadwalkan",Positive
Ringan dipakai. Jahitannya rapi. Warnanya bagus ??.,Positive
Jahitannya rapi. Warnanya bagus ??.,Positive
sesuai order,Positive
bahan nya bagus banget,Positive
"Pengiriman cepat, packaging rapi, produk sesuai pesanan, kualitas produk sesuai harga",Positive
enakkk dipakenyaa.. bahannya bagus... Bahannya adem. Modelnya kekinian ??. Tidak menerawang. Warnanya cantik ??. Jahitannya rapi. Enak dipakai ?.,Positive
Bahannya adem. Enak dipakai ?. Modelnya kekinian ??. Jahitannya rapi. Bahan menyerap keringat. Tidak menerawang.,Positive
"Bahannya adem, stretch, worth to buy utk harga segini, yg hitam lebih bagus dibanding yg putih",Positive
kaosnya enak di pakainya,Positive
"ukuran sesuai, cuma agak tipis mgkn krn warna putih, sesuai lah utk hrg segitu, tq selller",Positive
cepet pengiriman nya....bahannya lumayan tebel.. mudah2an nyerap keringet,Positive
Kualitas bahan bagus ?? Nyaman dipakai ? Tidak menerawang,Positive
Nyaman dipakai ?. Kualitas bahan bagus ??. Bahannya adem.,Positive
Kualitas bahan bagus ??. Nyaman dipakai ?. Jahitannya rapi. Warnanya cantik ??. Ukuran sesuai. Bahannya lembut. Model Celananya cantik ??.,Positive
Kualitas bahan bagus ??. Nyaman dipakai ?. Jahitannya rapi. Ukuran sesuai. Warnanya cantik ??. Bahannya lembut. Bahannya adem. Tidak menerawang. Bahan menyerap keringat.,Positive
paket telah sampai....sesuai hargalah,Positive
Warnanya agak kurang sesuai gambar tapi overall bagus.,Positive
"bahan adem tapi tipis sekali, terawang klo dipakai. sesuai dg harga lah... Bahannya adem.",Positive
"Jahitannya rapi. Warnanya cantik ??. Ukuran sesuai. ..semoga tetep amanah...sukses selalu,mksh",Positive
"Bagus, sesuai gambar..mantapp",Positive
Jahitannya rapi. Ukuran sesuai. Modelnya cantik ??. Warnanya cantik ??. Nyaman dipakai ?. Bahannya adem.,Positive
Jahitannya rapi. Warnanya cantik ??. Bahannya lembut. Ukuran sesuai. Nyaman dipakai ?. Modelnya cantik ??. Bahannya adem.,Positive
"real pict, pengiriman cepat, pengemasan rapi . worth it lah hrga segitu. pasti next order",Positive
Barang Bagus.. kiriman cepat,Positive
"barang sesuai harga,lumayan bagus",Positive
barang bagus,Positive
barang sesuai harga,Positive
"kualitas sesuai harga, respon seller ok, tks",Positive
"Barang sudah diterima sesuai deskripsi, repon cepat, paking bagus, terima kasih",Positive
"packing rapi, respon cepatt.",Positive
Barang sesuai deskripsi,Positive
mantap bgt,Positive
"harga, kualitas, barang sesuai... terima kasih seller, sukses tokopedia...",Positive
murah...cepat...sesuai...,Positive
barangnya cepat sampai terimakasih,Positive
"Order 2pcs, sempat khawatir krn pas sampai sudut packing bubble wrap agak robek, sptnya sempat terbanting, kotaknya jg penyok2, tp Alhamdulillah warna biru berfungsi dgn baik, walaupun tutup bagian bwhnya sempat agak lepas, warna hitam hidup mati, suara jg kurang nyaring, stlh di charge sempat sesekali hidup mati, Alhamdulillah suara agak gedean walaupun tdk senyaring warna biru, overall lumayan bagus sesuai harga, terimakasih",Positive
barang sesuai pesanan,Positive
lansung coba..Positive bos,Positive
udah dateng... proses cepet... thankyouu...,Positive
barang sesuai gambar sipp,Positive
Barang berfungsi dengan baik. Recommended Seller ??,Positive
barang sesuai...,Positive
"thanks barang udh sampe cepet bgd tp maaf blm coba barangnya dan blm sempat foto,,kurir juga oke, thanks gan moga bermanfaat",Positive
"Barang bagus dan cepat sekali sampainya ke cianjur, hanya 2 hari.Best seller",Positive
mantap pengiriman luarbiasa cepat...barang oke,Positive
"Barang cepat datang, respon penjual bagus dan semoga bisa",Positive
Berfungsi dengan baik,Positive
"paking rapih, kondisi barang datang mantap. kualitas sesuai harga.. joss",Positive
"fast respond, packingnya bagus rapih, barang yg dikirim sesuai pesanan, terima kasih",Positive
bagus simple cuma menurut saya kurang keras suaranya... tapi bagus ??,Positive
"Pengiriman cepat, packing rapih dan aman. Kualitas suara standar sebanding dengan harga",Positive
Bagus mantab jernih,Positive
Barang bagus banget asli dengan harga sgni dpt quality wireless microphone kek gni the best,Positive
produk mantap packingnya bagus,Positive
Pesanan sdh diterima dlm keadaan baik dan cpt sampainya. Dpt bonus stik.Terima kasih seller dan kurir,Positive
Produk sudah diterima dan dicek sesuai dengan deskripsi dan gambar. Produk sudah dites / dicoba dan dapat berfungsi baik.,Positive
Pengiriman Barang cepat dan sesuai spec barang,Positive
"barang sesuai keinginan, thx toko pedia.",Positive
"barang sudah sampai, nanti di update bintang, mau cek kondisi barang dulu",Positive
"lumayan lah, buat pemanasan",Positive
"barang sesuai, thank you",Positive
"Bagus barangnya, cocok untuk latihan sticking ... ini untuk anak saya",Positive
"bagus, barang sampai cepat",Positive
Trima kasih szsdrum barang sdh sampai.Sukses terus szsdrum. ??????,Positive
Mantap barangnya,Positive
"Pantulan bagus, lumayan lah",Positive
"barang sudah di terima, cuman ini ada bagian yang ngelupas di kayunya, tp ok lah, terima kasih.",Positive
safety packaging..terima kasih banyak.. semoga awet..top seller..,Positive
Barang bagus packing rapih mantap. Biar bintang yang berbicara,Positive
Saya puas barangnya bagus sampai saat tidak ada masalah,Positive
Produknya bagus dan berfungsi dengan baik,Positive
"Positive product, sesuai deskripsi",Positive
"Barang sudah di trima dgn baik dan rapi, suara nya oke... Thanks",Positive
barangnya ga dikirim sampai hari ini,Negative
"Tidak sesuai ekspektasi, suara mic tetap kecil ga ada perubahan",Negative
MENGECEWAKAN belanja disini. barang tidak sampai..ganti2kurir gak jelas.PENJUAL GAK KOPERATIF..,Negative
penjual adalah calo. jual barang orang lain..di chat gak jelas.. hati2lah,Negative
"Ngga cocok sama HP Realme 5 Pro. Ngga konek, manual pake bahasa china sulit dipahami",Negative
GK NYALAH PARAH,Negative
"deskripsi produk tdk jelas, usb tdk cocok di hp samsung",Negative
"Pas pertama datang barang nggak berfungsi. Coba2 lagi akhirnya sempat berfungsi. Suara keterima dgn baik. Transaksi langsung saya klik selesai. Tapi besoknya ternyata error lagi sampai sekarang. Sebetulnya di sisi penjual nggak ada masalah, pertanyaan dijawab dgn baik. Cuma produk error setlh transaksi diklik selesai. Nggak yakin juga bakal bisa diretur. Kepaksa ulasan diedit jadi bintang 1. Jadi balik lagi deh pake yg model kabel.",Negative
kurang komunikatif,Negative
"Barang nya sdh di coba, tapi tdk bisa berpungsi dgn baik, nggak bisa conek dgn iphone sy.",Negative
Baru dipake 6x charger indikator udh ga nyala. Udh ga bisa dipake. Gimana ini? Sampe Sekarang belum ada tindakan nyata pengurusan garansi 28/10,Negative
Barang rusak di jual emang ngehek,Negative
"produk ada goresan, ga rapi dan ada kotoran di pinggirannya. kiriman cepat smpe.",Negative
"barangnya bgus cman saya kurang puas dgn pakingya, gak rapi sama sekali,. sticknyapun cpot, . . tolong perbaiki lagi byar tokonya laris, .",Negative
"kurang suka, bau karetnya sangat menyengat",Negative
"Barang sampainya lama sekali, respon penjual lambat, mengecewakan.",Negative
Qualitas jelek sekali. Bau seperti cat. Pad ya bergelombang,Negative
"Pengirimannya sih cepat, tapi barangnya bruntusan gitu. Teman saya juga beli drum pad bahan karet dari malang tapi alus kok, ini yg saya beli malah bruntusan begitu. Ekspetasi saya tadinya bagus malah dapatnya yg jelekkan. Tdk sesuai foto yg di pajang oleh penjual.",Negative
Barang tidak sesuai dengan yg di iklankan seperti nya bekas,Negative
Barang tidak sesuai gambar yang ditawarkan,Negative
banyak yang tergores seperti bekas.habis itu bagian bawah kayunya patah!!!,Negative
Maap agak kecewa krn yg saya terima beda sama gambar. Bagian alas tdk bevel spt gambar.,Negative
kata teman yg terjun di dunia musik barangnya kurang memuaskan. mohon diperbaiki lagi produknya. thx,Negative
kondisi drum pad nggak rapih masih banyak lem belepotan,Negative
"file CD kosong, tidak rekomendasi",Negative
Respon sangat lama sekali No recomended,Negative
Barang tidak sesuai dengan warna. Saya mesan hitam di kasih warna brown. Pengiriman lama. Tp barang bagus,Negative
SANGAT TIDAK RECOMMENDED!!!,Negative
pianika awalnya 1 tuts nada ga bunyi.. lalu suaranya kecil dan hilang...di chat no respon padahal lagi online ...,Negative
LAMA,Negative
"Pesan warna biru,dikirim warna pink.Padahal buat anak cowok,packing lelet sampai 24 jam,kecewa",Negative
"Seller kurang komunikatif, saya pesan warna biru, tapi dikirim warna pink. dan tanpa pemberitahuan sebelumnya. Karena saya beli untuk kado, jadi tidak utk digunakan sendiri. Mohon kedepannya diperbaiki.",Negative
selangnya robek. tasnya jg robel di sudut,Negative
Barang yang diterima dalam kondisi yang tidak diinginkan.Pecah di salah satu tuts nya.,Negative
Gk di kirim.. Uang gojek hilang dehhh,Negative
"customer servis=0. pesan same day delivery, baru nyampe besoknya itu pun malam. ketika di komplen, cuci tangan ga mau tau. really Negative. ga akan beli barang lagi di tokopedia.",Negative
"barang 1 minggu baru nyampe,,, itu pun saya harus 2x ke JNE Pedati urusin baru barang sampai..... evaluasi bos! biar nggk gini lagi. cape, ribet urusinnya,,,,nggk dpt apa2",Negative
Saat di charger kenapa gak bisa hidup. Tolong beri Solusi. Saya tidak bisa pake,Negative
"kecewa, suara rekaman kecil sekali",Negative
sayang sekali mau tukar kerana ada yg tak fungsi tapi mahal di ongkir,Negative
build quality kurang ok,Negative
"Kualitas Jelek,,,Suara Mic Udah Max Suara Kecil ,,,",Negative
"kecewa sama barangnya, suara yang di keluarin ga bisa gede, padahal udah paling maksimal",Negative
barang tidak bisa di atur echo. sudah di putar tpi tetep tidak ada effect. tombol joga tidak bisa di pencet. pokoknya mengecewakan.,Negative
produk tiruan cacad .gx bisa ricord .untuk pembeli lain sebaiknya jangan beli produk ini kalo tidak ingin rugi. lebih baik beli merk taffware atau taffstudio yang sudah lama produksi v8. casing boleh sama tp kualitas jauh sekali. dri pada buang buang duit . clip on aja bisa ricord suara ini suondcard gx bisa . product sangat gx jelas,Negative
NOISE BANGET SURANYAA GABISA DIPAKE,Negative
lubang microfonnya error :(. bunyi nging terus jadi gabisa dipakai,Negative
tidak untuk rekomended suara ancur nois nya kacau nyesel kualitas ga bagus. ga kepake,Negative
"ga bisa di pakai,,,",Negative
"sesuai dengan harga. kualitas sangat buruk. pas saya colok ke komputer saya terus colokin headphone jack ke port headphone jack di usb nya saya punya headset nyala yang kanan doang, headset saya pas dicolokin di hedphone jack biasa dua dua nya nyala. kualitas mic juga sangat buruk. bener bener jangan beli. beli vention sound card aja kualitas lebih bagus tapi lebih mahal sedikit. apalagi tidak sesuai dengan foto keliatan lebih murah. aduh saya ilang 20 ribuan untuk ini. ??",Negative
beli 2 baru 2 hari pake stik yg 1nya malah eror suka mencet sendiri kecewa dah,Negative
"tiba tiba patah, dasar baut patah, ane lem aja, moga masih bisa terpakai... mo di balikin rugi di ongkir, terima nasib aja",Negative
"Barang yang sampai cacat, tidak ngisi baterai stick nya",Negative
"bisa hidup, tapi ga bisa ngecharge, di biarkan seharian batetai tidak terisi, berharap banyak sama alat ini, supaya stick nya anak anak bisa terpakai 2-2 nya",Negative
"Charging awal dkrim tp indikator ga nyala, dgnti charging baru, tp seluruh ongkir dibebankan k konsumen...",Negative
"respon baik, packing baik, tapi perlu para pembeli tahu kalau barang ini ada masalah, harus kirim ke Medan. Pas ada masalah, waduh ngotot nya minta ampun. coba pikir pakai logika, mana ada firmware update no 0.0.0.0 dan setelah update, bisa hilang dan update lagi. Herannya kaga percaya sama costumer yang beli barang dan bayar ongkir ke medan. akhirnya barang tetap tidak di perbaiki atau di tukar, alasannya di periksa di sana tidak ada masalah. Ya silahkan saja buat yang mau belanja. Tapi tolong teliti.",Negative
"ternyata stick ga dikirim pake dus nya, kyk beli barang bekas. ga sesuai deskripsi.",Negative
"Beli dua, yang satu jelek eror sama analog g bisa balik lagi, kecewa saya",Negative
"Tulisannya 64gb tapi isinya cuma 8gb,,, disuruh di cek... kagak di cek,, cape dweh..",Negative
"memorynya sdh ke buka wktu sya trima. tdk ada segelan, kondisi sdh agak busam. aku coba sdh 3 kali blm bisa dipakai",Negative
"Seller lumayan responsif, kualitas brg sesuai harga, so so lah. Dicek di browser ps2 nya kebaca 64 mb, tp kalo udah dipake save di game cuman kebaca 8 mb. Ga semua game bisa ngebaca mc nya, sayangnya game game yg top yg ga mau ngebaca mc nya kaya god of war.",Negative
"Mau order warna hitam kosong (deskripsi produk ada), minta di cancel, tetep hajar dr penjual. Packing rapi tapi experience buruk",Negative
Tidak pas. Terlalu longgar membuat Nintendo Switch teroyak - oyak di dalam pouch,Negative
"Audio keluar gambar tidak, settingan di ps juga sudah di ganti bukan rgb lagi tetap tidak keluar gambarnya.",Negative
Maaf barang berfungsi..tapi sayang kalo d pake d tv beresolusi fhd gambar tetep pecah�,Negative
pembelian ke 2...besok2 packingnya tolong di benahi...cuma bubble doang lakban seadanya...bolong sebelah,Negative
Memorynya g bisa diread sama pspnya padahal udah diganti sama memory lain,Negative
